action,life,power,attack,defence,fall.defence_up,liedown.time,airjuggle,sparkno,guard.sparkno,ko.echo,volume,intpersistindex,floatpersistindex,var(21),ignorehitpause,ground.hittime,statetype,add,runjump.back,postype,movecamera,fall,air.velocity,edge,attr,trigger1,color,airjump.fwd,keyctrl,triggerall,"root,palno",walk.fwd,walk.back,player,air.hittime,hitflag,priority,air.type,juggle,x,jump.neu,ctrl,velset,persistent,palno,stand.friction,(gametime % 5),physics,ontop,ground.type,(gametime % 10),height,anim,trigger2,airjump.num,givepower,movehit,run.back,reversal.attr,trigger9,pausemovetime,vfacing,damage,run.fwd,ground.front,forceair,crouch.friction,air.front,ampl,palfx.add,guardflag,airjump.height,mid.pos,type,hitsound,guardsound,backedgedist,freq,helpertype,trigger7,scale,stateno,getpower,time,absolute,value,id,flag,jump.fwd,airguard.velocity,v,movetime,animtype,trigger4,trigger3,trigger5,air.back,facing,under,ground.velocity,movetype,name,movecontact,airjump.neu,unhittable,yaccel,trigger6,ground.back,trigger13,pausetime,animtime,ground.slidetime,teamside,head.pos,roundstate,ownpal,(vel y > 0),slot,trigger12,kill,removeongethit,attack.dist,shadowoffset,removetime,p1stateno,proj.attack.dist,animelem,darken,palfx.time,runjump.fwd,pos,bindtime,random,proj.doscale,statedef,draw.offset,sound,invertall,poweradd,yscale,state,sprpriority,"root,stateno",y,"enemynear,movetype",trigger10,mul,airjump.back,supermovetime,p2stateno,trigger11,trigger8,jump.back,p2defmul,sparkxy,xscale
NotHitBy,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NotHitBy,,,,,,,,,,1,,"SCA,NA,SA,HA,NP,SP,HP,NT,ST,HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
PosSet,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PosSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,815,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,0,"0,0",,,,,N,,,,,751,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815,,,,,,,2,,,,,,,,,,,,,,
VarAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VarAdd,,,,,,,,,,,,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,h,,,,,,,,,,,
AssertSpecial,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AssertSpecial,,,,,,,,,,,,,,unguardable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,11,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
snd,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlaySnd,,,,,,,,,,,,"2,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,,
snd,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlaySnd,,,,,,,,,,,,"21,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,,
PalFX,,,,,,,,,,,,,,,1,,,"0,0,256",,,,,,,,0,256,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,PalFX,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,"256,256,256",,,,,,,,,
1,,,,,,,,-1,-1,,,,,,,40,,,,,,,"-1.4,-3",,", SP",1,,,,,,,,,15,MAFD,"3, Hit",High,,,,,,,,,,,,High,,,,,,,,,,,,,"0, 0",,,,,,,,MA,,,HitDef,"s20, 1","s20, 6",,,,,,,,,,,,,,"-1.9,-.8",,,Light,,,,,,,-4,,,,,,,,,,"0, 0",,15,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,"-10, -76",
3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,0,"0,0",,,,,N,,,,,752,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,,,,,,,2,,,,,,,,,,,,,,
AssertSpecial,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AssertSpecial,,,,,,,,,,,,,,unguardable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
VarAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VarAdd,,,,,,,,,,,,1,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,h,,,,,,,,,,,
PalFX,,,,,,,,,,,,,,,1,,,"256,100,0",,,,,,,,5,256,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,13,,,,,,,,,,,,,,PalFX,,,,,,11,,,,2,,,,,,,,,,8,7,9,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,0,,,0,,,,,,"256,256,256",,,,,12,,,,
BGPalFX,,,,,,,,,,,,,,,1,,,"256,100,0",,,,,,,,1,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BGPalFX,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,"256,256,256",,,,,,,,,
1,,,,,,,,-1,s8000,,,,,,,100,,,,,,,"-1.4,-3",,", SP",5,,,,,,,,,15,MAFD,"3, Hit",High,,,,,,,,,,,,High,,,,,,,,,,,,,"100, 100",,,,,,,"250, 50, 0",MA,,,HitDef,"s4, 51","s20, 6",,,,,,,,,,,,,,"-1.9,-.8",,,heavy,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,0,,,,,,,5,,25,,,,,,,,,,,,200,,,,,,,,,,,,,,"-10, 0",
Explod,,,,,,,,,,,,,,,1,,,,,p2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,6217,,,,1,,,,20,,,,,,,,,,,,,Explod,,,,,,,"1,1",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,"0,-20",,,,,,,,,,0,,,,,,,,,,,,,,,
snd,,,,,,,,,,,,,,,,,,,,,,,,,,5 gteq 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlaySnd,,,,,,,,,,,,"4, 51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 gteq 0,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,,
EnvColor,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,13,,,,,,,,,,,,,,EnvColor,,,,,,11,,,,1,,"256,0,0",,,,,,,,8,7,9,,,1,,,,,,,,10,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,0,,,,,,,,,,,12,,,,
Explod,,,,,,,,,,,,,,,1,,,,,p2,,,,,,5 gteq 0,,,,,,,,,,,,,,,,,,,,,,,1,,,,6150,,,,,,,,20,,,,,,,,,,,,,Explod,,,,,,,"1,1",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5 gteq 0,,,,"0,-70",,"80,80",,,,,,,,0,,,,,,,,,,,,,,,
Explod,,,,,,,,,,,,,,,1,,,,,p1,,,,,,5 gteq 0,,,,,,,,,,,,,,,,,,,,,,,1,,,,6030,,,,,,,,20,,,,,,,,,,,,,Explod,,,,,,,"1,1",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5 gteq 0,,,,"40,0",,,,,,,,,,0,,,,,,,,,,,,,,,
Explod,,,,,,,,,,,,,,,1,,,,,p1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,6030,,,,,,,,20,,,,,,,,,,,,,Explod,,,,,,,"1,1",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,4,,,,"40,0",,,,,,,,,,0,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,820,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,0,"0,0",,,,,N,,,,,753,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,2,,,,,,,,,,,,,,
VarAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VarAdd,,,,,,,,,,,,2,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,h,,,,,,,,,,,
PosAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,p2dist x -50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PosAdd,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
AssertSpecial,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AssertSpecial,,,,,,,,,,,,,,unguardable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
PalFX,,,,,,,,,,,,,,,1,,,"0,0,256",,,,,,,,0,256,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,PalFX,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,"256,256,256",,,,,,,,,
snd,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlaySnd,,,,,,,,,,,,"21,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,,
snd,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlaySnd,,,,,,,,,,,,"21,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,,
1,,,,,,,,s7010,s8000,,,,,,,100,,,,,,,"-1.4,-3",,", SP",7,,,,,,,,,15,MAFD,"3, Hit",High,,,,,,,,,,,,High,,,,11,,,,,,,,,"5, 5",,,,,,,,MA,,,HitDef,"s20, 1","s20, 6",,,,,,,,,,,,,,"-1.9,-.8",,,Light,13,12,14,,,,0,,,,,,,,,,"5, 5",,15,,,,,,,,0,,,,,,,14,,,,,,,,,,,,,,200,,,,,,,,,,,,,,"-10, -80",
3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,830,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,0,"0,0",,,,,N,,,,,754,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,,,,,,,2,,,,,,,,,,,,,,
VarAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VarAdd,,,,,,,,,,,,2,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,h,,,,,,,,,,,
AssertSpecial,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AssertSpecial,,,,,,,,,,,,,,unguardable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
TargetBind,,,,,,,,,,,,,,,1,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,TargetBind,,,,,,27,,,,1,,,-1,,,,,,,21,19,23,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,29,,,,"64,0",,,,,,,,,,0,,,,,,,,,,,29,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,7,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,32,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
PalFX,,,,,,,,,,,,,,,1,,,"0,0,256",,,,,,,,0,256,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,PalFX,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,"256,256,256",,,,,,,,,
1,,,,,,,,s7010,s8000,,,,,,,100,,,,,,,"-1.4,-3",,", SP",15,,,,,,,,,15,MAFD,"3, Hit",High,,,,,,,,,,,,High,,,,17,,,,,,,,,"5, 5",,,,,,,,MA,,,HitDef,"s20, 2","s20, 6",,,,27,,,,,,,,,,"-1.9,-.8",,,heavy,21,19,23,,,,0,,,,,,,25,,,"4, 4",,15,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,200,,,,,,,,,831,,29,,,"-20, -80",
PosSet,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PosSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,,,,,,,-1,,,,,,,,,,,,,,
state a,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,turn,,,,,,,,,,0,,,,,,,,,,,,,,"enemy,facing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeAnim2,,,,,,,,,,0,,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,
LifeAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LifeAdd,,,,,,,,,,0,1,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
SelfState,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SelfState,,,,,,,,,,,,5100,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,0,"0,0",,,,,N,,,,,760,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,2,,,,,,,,,,,,,,
Width,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,,,,,,,,,,,,"50,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
BGPalFX,,,,,,,,,,,,,,,1,,,"0,0,0",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BGPalFX,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"0,0,0",,,,,,,,,
VarAdd,,,,,,,,,,,,,,,1,,,,,,,,,,,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VarAdd,,,,,,,,,,,,2,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,h,,,,,,,,,,,
SuperPause,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,s8500,,,,,,,,,,,,,,,,,,,,,SuperPause,,,,,,,,,,20,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,"25,-65",,,,,,"S4,59",,-1000,,0,,,,,,,,,,,,,1,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,14,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
PalFX,,,,,,,,,,,,,,,1,,,"256,100,0",,,,,,,,1,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,BGPalFX,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,"256,256,256",,,,,,,,,
Helper,,,,,,,,,,,,,,,1,,,,,p1,,,,,,8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Helper,,,,,normal,,,855,,,,,855,,,,,,,,,,,1,,,,"""855""",,,,,,,,,,,,,,1,,,,,,,,,,,8,,,,"20,-125",,,,,,,,,,0,,,,,,,,0,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,15,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
VelSet,,,,,,,,,,,,,,,1,,,,,,,,,,,16,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VelSet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,
1,,,,,,,,s7010,s8000,,,,,,,100,,,,,,,"-1.4,-3",,", SA",8,,,,,,,,,15,MAFD,"3, Hit",High,,,,,,,,,,,,High,,,,,,,,,,,,,"50, 25",,,,,,,,LA,,,HitDef,"s20, 1","s20, 6",,,,,,,,,,,,,,"-1.9,-.8",,,HEAVY,,,,,,,-6,,,,,,,,,,"12, 12",,15,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,200,,,,,,,,,,,,,,"-20, -90",
Explod,,,,,,,,,,,,,,,1,,,,,p1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,6300,,,,1,,,,20,,,,,,,,,,,,,Explod,,,,,,,"1,1",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,"15,-65",,,,,,,,,,0,,,,,,,,,,,,,,,
Explod,,,,,,,,,,,,,,,1,,,,,p2,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,,,,6330,,,,,,,,20,,,,,,,,,,,,,Explod,,,,,,,"1,1",,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,16,,,,"0,-5",,,,,,,,,,0,,,,,,,,,,,,,,,
1,,,,,,,,-1,s8000,,,,,,,100,,,,,,,"-1.4,-3",,", ST",14 gteq 0,,,,,,,,,15,MAFD,"3, Hit",High,,,,,,,,,,,,High,,,,,,,,,,,,,"50, 25",,,,,,,"250, 50, 0",LA,,,HitDef,"s4, 15","s20, 6",,,,,,,,,,,,,,"-1.9,-.8",,,HEAVY,,,,,,,0,,,,,,,,,,"0, 0",,15,,,,,,,,,,,,,,,14 gteq 0,,40,,,,,,,,,,,,200,,,,,,,,,851,,,,,"-20, -90",
TargetBind,,,,,,,,,,,,,,,1,,,,,,,,,,,14 gteq 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TargetBind,,,,,,,,,,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 gteq 0,,,,"-100,0",,,,,,,,,,0,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeState,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,0",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,,,,,,,-1,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChangeAnim2,,,,,,,,,,0,,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,
